id,title,category,energy,fat,fatsat,fattrans,carbs,fiber,sugar,protein,cholesterol,sodium,calcium,iron,vitc,sugaradded,potassium,famu,fapu,magnesium,zinc,phosphorus,vita,thiamin,riboflavin,niacin,vitb6a,folate,folatefood,folac,vitb12,vitd,vite,vitk1,water,sugaralc,measures,density,healthLabels,cautionLabels
gzbpgbia,Pepperoni Lasagna,genericMeals,180.344,10.525,4.787,0.238,10.863,1.003,2.584,10.241,38.635,406.008,125.71,0.954,1.688,0.024,219.659,3.562,0.731,20.107,1.373,148.135,55.586,0.058,0.139,2.171,0.153,11.127,11.127,0.0,0.599,0.173,0.89,6.919,66.514,,"{""oneMedium"":240.91,""serving"":240.91,""ml"":1.0}",1.0,106941953,4
gzc0kfsb,Tangelo Cake,genericMeals,300.103,15.261,7.323,0.408,38.139,1.594,28.879,4.56,77.869,108.392,72.882,0.813,6.216,25.996,126.254,3.898,0.999,14.084,0.365,134.419,113.923,0.07,0.136,0.549,0.05,27.657,14.518,7.723,0.144,0.461,1.126,0.963,40.715,,"{""oneMedium"":127.4,""serving"":127.4,""ml"":1.0}",1.0,44039692,1
gze7qdlb,Toasted Muesli,genericMeals,375.533,17.772,4.596,0.015,49.254,7.552,15.015,10.412,0.763,16.278,82.316,3.567,1.559,6.71,403.775,7.406,4.361,167.555,2.475,335.885,14.354,0.377,0.224,1.678,0.261,46.859,30.873,9.461,0.183,0.132,2.917,3.29,20.756,,"{""oneMedium"":106.26,""serving"":106.26}",null,43908748,59
gzibnu4b,Petite Pois,fastFoods,105.882,3.529,0.588,0.0,14.118,4.706,4.706,4.706,0.0,176.471,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":85.0}",null,1,0
gziwrida,Lemon Sherbet,genericMeals,139.827,3.71,2.265,0.0,25.139,0.211,24.137,2.472,13.578,107.24,104.386,0.108,4.629,20.007,111.315,1.039,0.157,8.082,0.272,63.272,84.593,0.034,0.11,0.114,0.032,6.093,4.954,0.67,0.245,0.708,0.113,0.312,67.889,,"{""oneMedium"":271.14,""serving"":271.14,""ml"":1.0}",1.0,104853216,10
gzt18r0a,Garbonzo Beans,fastFoods,105.822,1.764,0.0,0.0,17.637,7.055,0.0,3.527,0.0,352.74,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":28.35}",null,134217729,0
h0er0dfb,"YAMA MOTO YAMA, CHOICE, ROASTED SEAWEED, YAKI NORI",packagedFoods,400.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,800.0,0.0,14.4,0.0,,,,,,,,,,,,,,,,,,,,,,"{""serving"":2.5,""sheet"":2.5,""package"":25.0}",null,536870910,0
h0gffzia,Yam Slices,packagedFoods,120.0,0.0,0.0,0.0,28.0,4.0,0.667,1.333,0.0,10.0,20.0,0.84,,,816.0,0.013,0.08,,,,,,,,,,,,,,,,,,"{""serving"":150.0,""cup"":150.0}",0.634,134217726,0
h0kvd2eb,Citrus Tilapia,genericMeals,112.314,3.902,1.129,0.028,4.936,0.233,2.653,14.748,37.414,183.931,12.602,0.594,10.226,1.221,264.527,1.948,0.512,22.991,0.279,129.004,8.803,0.055,0.059,2.948,0.132,25.836,23.084,1.617,1.126,2.219,0.618,2.5,75.815,,"{""oneMedium"":185.87,""serving"":185.87,""ml"":1.0}",1.0,111147145,378
h0mjn06a,Buttermilk Dressing,genericMeals,175.774,16.472,3.691,0.0,5.054,0.33,3.774,2.143,13.73,267.513,77.092,0.279,4.644,0.709,129.429,4.654,7.693,10.09,0.308,62.82,38.167,0.029,0.101,0.11,0.05,8.255,8.255,0.0,0.137,0.05,0.635,28.922,71.947,,"{""tbsp"":14.8,""ml"":1.0}",1.0,111083117,6
h0nhsyra,Dijon Shrimp,genericMeals,115.103,5.486,1.873,0.433,3.719,0.46,0.602,11.383,101.166,501.407,57.987,0.441,0.397,,128.851,2.075,1.053,23.226,0.859,195.748,56.933,0.05,0.036,1.355,0.119,17.351,14.732,1.545,0.759,0.155,1.118,3.857,77.316,,"{""oneMedium"":286.6,""serving"":286.6,""ml"":1.0}",1.0,101627529,114
h0ondiya,Hot Tamales,genericMeals,215.592,9.245,3.604,0.31,26.416,3.247,1.645,8.111,17.42,206.747,28.279,1.963,4.298,,285.382,3.357,1.253,46.91,1.734,129.576,25.578,0.226,0.145,2.684,0.301,45.13,27.49,10.406,0.469,0.038,0.935,3.955,54.825,,"{""oneMedium"":169.33,""serving"":169.33,""ml"":1.0}",1.0,102748144,0
h0r3dvma,Beyond Brat,fastFoods,250.0,15.789,6.579,0.0,6.579,3.947,0.0,21.053,0.0,657.895,,,,,,,,,,,,,,,,,,,,,,,,,"{""piece"":76.0}",null,134217729,0
h1gbearb,"Shallots, freeze-dried",genericFoods,348.0,0.5,0.084,,80.7,15.7,38.16,12.3,0.0,59.0,183.0,6.0,39.0,,1650.0,0.07,0.196,104.0,1.93,296.0,1.0,0.3,0.1,1.0,1.675,116.0,116.0,0.0,0.0,0.0,0.18,3.9,2.0,,"{""tbsp"":0.9,""cup"":14.4}",0.061,939524094,0
h1iym42b,Octopus Sashimi,fastFoods,88.185,0.0,0.0,0.0,0.0,0.0,0.0,17.637,44.092,264.555,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":11.34}",null,150994945,0
h1zycy7b,Sourdough Bagels,genericMeals,240.118,1.087,0.19,0.0,42.829,1.468,2.548,13.873,0.0,268.392,26.765,1.924,0.0,2.139,71.64,0.195,0.398,16.343,0.521,85.28,0.0,0.231,0.137,2.033,0.03,70.992,19.002,30.577,0.001,0.0,0.118,0.27,41.08,,"{""oneMedium"":107.0,""serving"":107.0}",null,111148828,6
h2c8yqsa,Dark Chocolate,genericMeals,493.473,41.234,28.066,0.183,35.854,6.404,20.702,4.662,17.763,79.106,68.2,3.226,0.703,19.772,330.846,8.882,1.541,96.63,1.586,166.929,38.89,0.068,0.296,0.841,0.036,19.394,8.873,6.184,0.052,0.111,1.034,4.323,16.53,,"{""oneMedium"":55.58,""serving"":55.58,""ml"":1.0}",1.0,44039916,73
h2cpd43a,lamb rib,genericFoods,372.0,34.39,15.16,,0.0,0.0,,14.52,76.0,56.0,15.0,1.39,0.0,,190.0,14.13,2.69,18.0,2.71,137.0,0.0,0.1,0.19,6.09,0.11,14.0,14.0,0.0,2.09,,0.18,,50.8,,"{""oneMedium"":114.0}",null,1056956401,0
h2ls4inb,Lemon Balls,genericMeals,344.027,21.972,7.018,0.005,33.632,6.651,16.913,9.242,0.0,42.034,69.41,2.604,12.823,1.152,465.351,8.123,3.639,136.455,1.903,269.838,1.58,0.166,0.199,1.273,0.166,20.341,20.341,0.0,0.0,0.0,3.671,4.449,32.813,,"{""oneMedium"":46.8,""serving"":46.8,""ml"":1.0}",1.0,46137246,48
h2pzs9ia,Watermelon Frose,genericMeals,68.868,0.056,0.006,,6.815,0.237,5.164,0.264,0.0,4.648,8.578,0.301,4.419,2.434,84.135,0.012,0.019,9.262,0.107,14.274,8.891,0.017,0.017,0.136,0.044,2.366,2.366,0.0,0.0,0.0,0.027,0.355,86.536,,"{""oneMedium"":336.68,""serving"":336.68,""ml"":1.0}",1.0,128974847,0
h2rhfk1a,Plum Preserves,genericMeals,153.609,0.138,0.009,0.0,39.492,0.71,38.609,0.35,0.0,1.067,4.139,0.108,5.338,33.861,77.42,0.064,0.022,3.632,0.054,7.851,8.086,0.014,0.019,0.2,0.015,2.547,2.547,0.0,0.0,0.0,0.126,3.046,59.822,,"{""oneMedium"":278.3,""serving"":278.3,""ml"":1.0}",1.0,130023422,0
h3if0rza,Eggnog Bread,genericMeals,298.572,10.236,5.154,0.3,46.396,1.369,24.383,5.423,60.949,208.951,114.262,1.461,0.586,20.488,117.2,3.292,1.079,19.968,0.584,181.851,80.873,0.197,0.196,1.437,0.055,61.965,14.021,28.181,0.202,0.585,0.567,1.402,36.108,,"{""oneMedium"":120.32,""serving"":120.32}",null,42991116,55
h3qs5zeb,Katori Chaat,genericMeals,217.388,11.706,1.443,0.069,25.596,2.604,10.767,4.212,3.008,204.682,42.791,1.254,13.496,7.024,255.78,6.759,3.088,24.483,0.527,79.486,21.836,0.126,0.085,0.864,0.144,69.865,58.915,6.439,0.034,0.021,2.042,12.006,56.863,,"{""oneMedium"":280.33,""serving"":280.33,""ml"":1.0}",1.0,111148684,58
h3zs1iza,Tamarind Chickpeas,genericMeals,87.358,2.413,0.271,0.0,13.947,3.677,4.57,3.789,0.0,124.969,44.18,1.318,31.375,0.862,253.471,0.804,0.86,28.389,0.461,56.093,69.358,0.217,0.066,0.577,0.169,62.561,62.561,0.0,0.0,0.0,1.084,57.527,78.858,,"{""oneMedium"":468.75,""serving"":468.75,""ml"":1.0}",1.0,111017613,48
h44s8l8b,Asparagus Fettuccine,genericMeals,180.421,6.362,3.048,0.104,24.408,2.007,2.304,6.761,15.198,190.837,78.613,1.487,4.718,,189.447,2.159,0.545,25.486,0.836,116.833,57.852,0.183,0.133,1.226,0.108,46.844,28.648,10.687,0.103,0.122,0.779,20.068,61.212,,"{""oneMedium"":238.93,""serving"":238.93,""ml"":1.0}",1.0,115342988,0
h4iqnj2a,soy flour,genericFoods,436.0,20.65,2.987,,35.19,9.6,7.5,34.54,0.0,13.0,206.0,6.37,0.0,,2515.0,4.561,11.657,429.0,3.92,494.0,6.0,0.581,1.16,4.32,0.461,345.0,345.0,0.0,0.0,0.0,1.95,70.0,5.16,,"{""tbsp"":5.2,""cup"":84.0}",0.353,117439999,48
h4l6pwoa,chironji,genericFoods,656.0,59.0,0.0,0.0,12.1,3.8,0.0,20.0,0.0,0.0,279.0,8.5,5.0,,0.0,0.0,0.0,0.0,0.0,528.0,0.0,0.69,0.53,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,"{""tbsp"":6.3}",0.426,719322863,64
h4onsk1b,Fruitcake Cookies,genericMeals,339.569,17.828,4.988,0.405,43.404,3.48,25.818,4.922,30.28,115.363,50.378,1.555,5.882,8.809,286.675,7.093,4.689,41.734,0.904,112.349,57.039,0.195,0.146,1.435,0.126,49.685,18.478,18.343,0.055,0.197,0.775,3.059,32.22,,"{""oneMedium"":73.88,""serving"":73.88,""ml"":1.0}",1.0,42991116,13
h4s00nwb,Fruit Chaat,genericMeals,67.375,0.326,0.062,0.0,16.857,2.299,10.953,0.972,0.0,104.208,14.851,0.362,19.742,0.67,215.693,0.07,0.093,14.539,0.148,22.143,34.54,0.043,0.043,0.444,0.136,19.627,19.627,0.0,0.0,0.0,0.278,3.756,81.056,,"{""oneMedium"":338.48,""serving"":338.48,""ml"":1.0}",1.0,130023422,2
h4sv172b,Ricotta Fritters,genericMeals,263.214,22.318,4.964,0.091,9.721,0.829,2.599,6.936,42.787,162.356,143.854,0.99,8.271,1.402,171.053,12.556,4.008,17.984,0.752,137.005,84.401,0.051,0.154,0.684,0.081,23.553,15.412,4.785,0.209,0.229,3.561,54.175,59.65,,"{""oneMedium"":118.2,""serving"":118.2,""ml"":1.0}",1.0,102759945,54
h53vkzpa,Groundnut Stew,genericMeals,141.559,10.319,2.562,0.048,3.495,0.962,1.604,9.188,29.778,186.564,18.048,0.688,5.559,,188.692,4.765,2.304,24.478,0.927,90.786,19.246,0.06,0.078,3.628,0.21,15.147,15.147,0.0,0.236,0.075,1.002,4.404,76.053,,"{""ml"":1.0}",1.0,73392113,0
h5auvwhb,Cucumber Canapes,genericMeals,163.793,11.259,3.859,0.054,11.82,1.507,2.053,4.454,23.006,283.698,46.32,1.062,11.642,,203.632,3.021,3.575,20.082,0.444,72.898,72.452,0.092,0.098,1.287,0.113,31.335,20.666,6.295,0.294,1.307,0.344,7.774,69.476,,"{""oneMedium"":89.5,""serving"":89.5,""ml"":1.0}",1.0,111081985,572
h5dcwtua,Candied Cranberries,genericMeals,202.271,0.052,0.015,,52.329,1.333,49.681,0.155,0.0,3.921,3.66,0.099,4.273,48.45,27.219,0.006,0.016,2.058,0.037,6.874,0.947,0.004,0.015,0.033,0.017,0.532,0.532,0.0,0.0,0.0,0.345,1.464,47.365,,"{""oneMedium"":291.39,""serving"":291.39}",null,130023422,0
h5sasm5a,Hanukkah Brisket,genericMeals,185.67,13.763,5.501,0.0,3.343,0.707,1.249,11.334,57.959,199.991,22.428,1.118,3.451,0.088,237.033,5.902,0.569,15.409,2.649,111.158,23.73,0.168,0.098,2.678,0.315,10.434,9.322,0.65,0.847,0.0,0.429,2.452,70.379,,"{""oneMedium"":214.15,""serving"":214.15,""ml"":1.0}",1.0,101670801,2
h5tmy5jb,Tomatillo Guacamole,genericMeals,94.565,7.63,1.096,0.0,7.333,4.121,2.087,1.477,0.0,186.118,14.36,0.604,13.218,,355.348,4.925,1.054,22.772,0.413,42.658,14.217,0.062,0.081,1.507,0.165,44.464,44.464,0.0,0.0,0.0,1.274,20.806,82.067,,"{""oneMedium"":159.99,""serving"":159.99,""ml"":1.0}",1.0,383778815,0
h5tvkbdb,Penne Primavera,genericMeals,182.103,7.866,2.29,0.147,22.235,2.134,2.156,6.063,8.839,196.958,66.986,0.982,16.7,0.0,219.551,3.719,1.004,26.616,0.752,103.812,72.908,0.119,0.096,1.198,0.13,25.082,25.082,0.0,0.089,0.06,0.631,25.428,61.782,,"{""oneMedium"":294.55,""serving"":294.55,""ml"":1.0}",1.0,106950272,8
h5vwxpgb,soft pretzel,genericFoods,345.0,3.1,0.695,,71.04,1.7,0.25,8.2,0.0,252.0,23.0,3.92,0.0,,88.0,1.071,0.948,21.0,0.94,79.0,0.0,0.41,0.29,4.27,0.02,24.0,24.0,0.0,0.0,0.0,0.54,2.7,15.0,,"{""oneMedium"":104.02,""oneLarge"":143.0,""oneSmall"":62.0,""serving"":104.0}",null,111148958,2
h631ibta,"Bioitalia Spaghettini , 17.6 oz",packagedFoods,360.756,1.804,0.0,0.0,73.955,3.608,3.608,10.823,0.0,0.0,,1.299,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":55.44,""package"":498.95}",null,117440414,0
h6444w8b,Tuna Fishcakes,genericMeals,139.684,6.666,1.324,0.036,12.755,1.549,1.233,7.604,22.274,128.056,38.539,1.156,11.171,,276.903,3.556,1.373,22.11,0.492,93.345,76.964,0.087,0.082,3.286,0.23,21.789,17.062,2.789,0.648,0.436,1.195,19.263,71.522,,"{""oneMedium"":197.75,""serving"":197.75,""ml"":1.0}",1.0,111147529,572
h698egjb,Bucatini Carbonara,genericMeals,332.814,18.398,8.217,0.041,30.249,1.591,2.321,11.127,121.398,257.74,94.484,1.025,3.449,,183.381,7.036,1.957,28.967,1.212,182.339,124.586,0.113,0.139,1.375,0.164,23.932,23.932,0.0,0.337,0.641,0.766,14.437,38.706,,"{""oneMedium"":120.57,""serving"":120.57,""ml"":1.0}",1.0,106941952,0
h6gnlbta,"HIMALAYAN SALT HAZELNUTS, HIMALAYAN SALT",packagedFoods,600.0,60.0,5.0,0.0,16.67,10.0,3.33,13.33,,1067.0,117.0,3.33,3.3,,717.0,,,,,,,,,,,,,,,,,,,,"{""serving"":28.35}",null,587202559,0
h6ox5mxb,Goya Fidelini/Fideos,packagedFoods,317.466,0.0,0.0,0.0,63.493,3.527,5.291,10.582,0.0,0.0,35.274,3.175,,,,,,,,,,0.67,0.459,5.291,,,,176.37,,,,,,,"{""serving"":56.7,""package"":340.19}",null,134217630,0
h701bkya,Cupcake Cones,genericMeals,388.953,15.664,8.435,0.44,58.381,1.336,33.331,5.305,52.353,190.959,97.703,1.993,0.084,28.268,127.564,4.752,1.342,25.227,0.576,159.935,104.944,0.207,0.206,2.198,0.052,87.969,12.342,44.39,0.138,0.437,0.772,1.538,19.192,,"{""oneMedium"":63.83,""serving"":63.83}",null,77594124,128
h72el9sa,Curd Rice,genericMeals,133.181,3.803,1.299,0.007,19.627,0.736,3.072,5.149,7.599,191.915,57.922,0.834,18.831,0.123,147.101,1.426,0.526,18.297,0.562,91.138,38.911,0.077,0.097,0.741,0.121,36.55,16.279,11.889,0.185,0.153,0.415,4.579,70.341,,"{""oneMedium"":272.49,""serving"":272.49,""ml"":1.0}",1.0,115277548,8
h77v8v9b,Taco Junk,genericMeals,97.708,3.473,1.001,0.083,7.882,2.794,1.433,8.792,23.735,242.091,27.63,1.365,4.377,,263.221,1.192,0.825,22.195,1.275,105.284,11.462,0.22,0.102,2.439,0.215,23.965,23.965,0.0,0.474,0.1,0.448,3.214,78.394,,"{""oneMedium"":186.49,""serving"":186.49,""ml"":1.0}",1.0,106946273,8
h7qhp04a,Queso Blanco,genericMeals,124.188,8.827,5.21,0.026,5.18,0.155,3.959,6.193,25.441,238.568,186.679,0.265,9.692,,164.328,2.545,0.427,14.133,0.84,139.72,60.547,0.047,0.197,0.144,0.064,6.719,6.735,0.038,0.531,0.915,0.222,2.55,78.253,,"{""oneMedium"":313.9,""serving"":313.9,""ml"":1.0}",1.0,115343085,0
h7ro49ia,Sangria Blanco,genericMeals,72.367,0.127,0.025,0.0,10.568,0.983,8.092,0.335,0.0,5.387,12.763,0.305,12.903,1.879,107.822,0.009,0.047,8.503,0.098,13.695,16.717,0.015,0.019,0.184,0.048,6.685,6.685,0.0,0.0,0.0,0.141,4.166,84.238,,"{""oneMedium"":715.43,""serving"":715.43,""ml"":1.0}",1.0,128974847,0
h7v053da,zest of grapefruit,genericFoods,97.0,0.2,0.024,,25.0,10.6,,1.5,0.0,3.0,161.0,0.8,136.0,,212.0,0.036,0.04,22.0,0.25,21.0,21.0,0.12,0.09,0.9,0.176,30.0,30.0,0.0,0.0,,0.25,,72.5,,"{""oneMedium"":2.0,""serving"":15.0,""piece"":2.0,""slice"":2.0,""strip"":2.0,""tsp"":2.0,""tbsp"":6.0}",0.406,1073741822,2
h80lbizb,ground sage,genericFoods,315.0,12.75,7.03,,60.73,40.3,1.71,10.63,0.0,11.0,1652.0,28.12,32.4,,1070.0,1.87,1.76,428.0,4.7,91.0,295.0,0.754,0.336,5.72,2.69,274.0,274.0,0.0,0.0,0.0,7.48,1714.5,7.96,,"{""oneMedium"":7.2,""bunch"":7.2,""serving"":1.0,""leaf"":0.5,""tsp"":0.7,""tbsp"":2.0,""handful"":4.0}",0.139,922746878,0
h8arxt6b,Fried Pickles,genericMeals,209.673,12.789,1.646,0.074,20.258,1.415,2.246,3.874,16.539,383.004,65.119,1.007,1.55,0.009,122.884,7.095,3.372,14.592,0.421,77.488,24.964,0.127,0.133,0.951,0.063,43.828,12.501,18.454,0.121,0.207,2.072,16.001,61.492,,"{""oneMedium"":169.83,""serving"":169.83,""ml"":1.0}",1.0,115277324,60
h8auainb,Ronzoni - Cavatelli,packagedFoods,375.0,1.786,0.0,0.0,75.0,3.571,3.571,12.5,0.0,0.0,,3.214,,,,,,,,,,0.804,0.304,5.357,,,,,,,,,,,"{""serving"":56.0,""package"":448.0}",null,117439500,2
h8ihr2wa,Avocado Fries,genericMeals,273.33,21.652,2.612,0.071,17.389,4.461,1.138,4.332,34.212,175.815,38.998,0.982,6.082,,312.805,13.461,4.337,22.0,0.613,65.137,21.901,0.112,0.157,1.509,0.176,66.206,53.215,7.654,0.106,0.203,3.411,14.509,53.589,,"{""oneMedium"":130.04,""serving"":130.04,""ml"":1.0}",1.0,111148557,12
h8ipg2xb,Mustard Chicken,genericMeals,178.204,10.873,3.194,0.077,5.317,0.661,1.592,13.833,58.12,206.886,23.089,0.901,3.272,0.948,209.844,4.537,2.138,22.897,0.928,134.975,35.713,0.095,0.127,5.187,0.334,17.135,11.107,3.554,0.285,0.158,0.467,11.267,68.431,,"{""oneMedium"":322.2,""serving"":322.2,""ml"":1.0}",1.0,101645953,122
h8skbn7a,Seafood Laksa,genericMeals,139.571,6.508,4.098,0.004,13.404,0.721,0.875,7.3,27.935,173.837,28.428,1.57,6.115,0.024,199.747,1.151,0.744,27.668,0.742,123.883,16.693,0.082,0.077,1.547,0.099,29.259,19.239,5.902,1.471,0.252,0.464,5.529,71.753,,"{""oneMedium"":478.8,""serving"":478.8,""ml"":1.0}",1.0,68531089,690
h8sknzeb,Tea-smoked Salmon,genericMeals,201.557,10.215,2.307,0.003,10.674,0.13,3.16,15.551,44.902,127.231,13.016,0.472,3.329,3.111,286.096,3.068,2.873,24.055,0.398,188.93,3.127,0.166,0.13,6.386,0.472,26.949,21.847,3.002,2.445,0.186,2.699,1.529,62.19,,"{""oneMedium"":265.3,""serving"":265.3,""ml"":1.0}",1.0,110098841,370
h8y09mzb,atlantic herring,genericFoods,158.0,9.04,2.04,,0.0,0.0,0.0,17.96,60.0,90.0,57.0,1.1,0.7,,327.0,3.736,2.133,32.0,0.99,236.0,28.0,0.092,0.233,3.217,0.302,10.0,10.0,0.0,13.67,4.2,1.07,0.1,72.05,,"{""oneMedium"":184.0}",null,1056963577,0
h9335x3b,"Limeade, Cherry",packagedFoods,54.948,0.0,,,13.948,0.423,12.258,0.0,,2.113,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":236.59,""package"":473.18,""ml"":1.0,""floz"":29.57}",1.02,130023423,2
h9706x2b,meringue,genericFoods,363.0,0.0,0.0,0.0,86.0,0.0,86.0,3.3,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,"{""oneMedium"":7.5,""serving"":30.0,""box"":187.5,""package"":187.5}",null,127925884,0
h98kkaha,Halloumi Burgers,genericMeals,178.379,10.874,5.309,0.0,14.287,1.405,5.028,6.575,31.807,409.299,175.909,1.071,12.24,1.357,150.321,3.936,0.961,19.268,1.147,138.865,68.439,0.17,0.31,1.51,0.193,46.523,25.725,12.251,0.502,0.161,0.737,13.153,65.994,,"{""oneMedium"":176.9,""serving"":176.9,""ml"":1.0}",1.0,110951949,54
h99b6mpb,Crumb Cake,genericMeals,377.002,17.342,9.205,0.784,51.313,1.153,24.546,4.735,54.669,186.489,65.8,1.583,0.124,22.173,82.534,5.155,1.733,11.827,0.421,106.767,120.567,0.228,0.182,1.665,0.039,78.776,17.732,35.874,0.122,0.418,0.765,3.285,25.442,,"{""oneMedium"":137.04,""serving"":137.04}",null,111148556,4
h9bq9qma,orwasher's buckwheat tasca,genericFoods,164.557,0.633,0.0,0.0,36.709,6.329,0.0,5.063,0.0,582.278,0.0,2.278,0.0,,,,,,,,,,,,,,,,,,,,,,"{""piece"":79.0}",null,266338206,2
h9flic3a,Caraway Bread,genericMeals,243.093,6.239,0.909,0.031,39.92,4.375,2.149,8.528,33.143,198.525,37.88,1.882,0.121,1.415,183.457,3.434,1.287,48.079,1.246,167.557,18.19,0.489,0.248,3.155,0.177,100.16,76.434,13.956,0.12,0.293,1.182,0.914,43.929,,"{""oneMedium"":198.56,""serving"":198.56,""ml"":1.0}",1.0,111148684,8
h9fzxgmb,Tabbouleh,genericMeals,110.0,5.836,0.95,0.001,13.187,2.675,1.668,2.82,1.451,167.969,34.814,1.466,22.368,0.015,233.082,3.838,0.763,31.679,0.517,65.557,63.624,0.074,0.051,1.109,0.105,34.501,33.911,0.365,0.011,0.002,1.033,169.409,77.013,,"{""ml"":1.0}",1.0,115343263,112
h9hni6rb,Sugared Cranberries,genericMeals,179.238,0.177,0.05,0.002,45.917,1.372,43.085,0.243,0.207,6.447,5.679,0.126,4.031,41.854,29.462,0.051,0.045,2.895,0.056,6.375,1.446,0.01,0.017,0.072,0.019,1.896,1.14,0.445,0.002,0.001,0.377,1.56,53.546,,"{""oneMedium"":216.52,""serving"":216.52,""ml"":1.0}",1.0,130023422,0
h9lmezpb,jal jeera,genericFoods,14.4,0.04,0.0,0.0,3.48,0.08,0.0,0.12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"{""cup"":200.0}",0.845,805306367,64
h9o59vwb,golden crisp cereal,genericFoods,380.0,1.7,0.2,0.0,90.1,5.0,53.6,5.5,0.0,95.0,15.0,6.7,0.0,,176.0,0.6,0.6,59.0,5.6,227.0,832.0,1.4,1.6,18.5,1.9,616.0,19.0,351.0,5.6,7.4,0.33,0.9,1.4,,"{""serving"":36.0,""cup"":36.0}",0.152,111148958,2
h9r5j4fb,cocoa nibs,genericFoods,228.0,13.7,8.07,,57.9,37.0,1.75,19.6,0.0,21.0,128.0,13.86,0.0,,1524.0,4.57,0.44,499.0,6.81,734.0,0.0,0.078,0.241,2.185,0.118,32.0,32.0,0.0,0.0,0.0,0.1,2.5,3.0,,"{""oneMedium"":0.5,""tsp"":3.0}",0.609,381681662,2
h9ybxr5b,Apple Semolina,genericMeals,79.973,1.104,0.596,0.016,16.476,0.948,10.349,1.493,2.785,10.272,26.887,0.162,1.516,4.535,89.688,0.255,0.1,7.753,0.153,28.447,12.153,0.036,0.046,0.279,0.029,6.511,6.511,0.0,0.08,0.235,0.074,0.67,80.622,,"{""oneMedium"":147.37,""serving"":147.37,""ml"":1.0}",1.0,113246110,2
ha0eoq3a,Green Chutney,genericMeals,74.035,2.98,0.862,0.0,12.784,5.727,3.292,3.076,0.084,170.262,117.578,4.85,71.973,0.758,389.949,1.328,0.513,52.539,0.824,74.713,86.77,0.087,0.111,0.974,0.225,43.749,43.749,0.0,0.002,0.0,0.483,20.54,79.194,,"{""oneMedium"":186.37,""serving"":186.37,""ml"":1.0}",1.0,113246207,66
ha2nu4za,Whiskey Truffles,genericMeals,434.123,26.487,17.315,0.256,47.398,4.042,26.401,4.939,36.42,105.163,82.696,2.864,0.225,24.121,342.426,6.236,1.436,71.738,1.538,120.538,93.394,0.085,0.121,0.795,0.055,17.54,11.7,3.435,0.089,0.135,0.52,3.293,16.874,,"{""oneMedium"":38.81,""serving"":38.81}",null,110099468,318
ha4ccgab,Kanda Bhaji,genericMeals,223.936,13.375,1.068,0.047,21.364,3.549,4.728,5.402,0.0,174.592,27.71,1.453,21.277,,293.979,7.839,3.99,43.214,0.739,88.111,16.569,0.132,0.052,0.762,0.247,93.729,93.729,0.0,0.0,0.0,2.541,14.861,58.523,,"{""oneMedium"":119.12,""serving"":119.12,""ml"":1.0}",1.0,115343358,0
hadnbmrb,tenderloin roast,genericFoods,144.0,6.21,2.166,0.309,0.0,0.0,0.0,21.91,62.0,42.0,14.0,2.46,0.0,,294.0,2.302,0.414,12.0,3.32,219.0,4.0,0.056,0.329,5.072,0.614,4.0,4.0,0.0,3.67,0.1,0.18,1.5,72.17,,"{""oneMedium"":673.0}",null,1056956401,0
hafpkwwa,"Squirt Soda Grapefruit, Diet, 2.0 lt",packagedFoods,0.0,0.0,,,0.0,,,0.0,,15.498,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":354.88,""floz"":29.57}",1.041,264241151,50
haip1gxa,Seven-vegetable Couscous,genericMeals,102.231,2.644,0.855,0.039,15.825,2.287,2.274,4.302,6.84,197.369,24.907,0.726,9.775,0.072,206.49,1.051,0.425,21.295,0.559,64.103,87.496,0.069,0.062,1.276,0.136,26.714,26.714,0.0,0.114,0.014,0.596,6.998,76.186,,"{""oneMedium"":390.64,""serving"":390.64,""ml"":1.0}",1.0,35643009,11
hangfq7b,salmon chum,genericFoods,120.0,3.77,0.84,,0.0,0.0,,20.14,74.0,50.0,11.0,0.55,0.0,,429.0,1.541,0.898,22.0,0.47,283.0,30.0,0.08,0.18,7.0,0.4,4.0,4.0,0.0,3.0,,1.09,,75.38,,{},null,1056963577,0
haw8c2tb,Buffet Ziti,fastFoods,143.71,5.072,1.691,0.0,19.443,0.845,0.845,5.917,8.454,152.163,,,,,,,,,,,,,,,,,,,,,,,,,"{""serving"":118.29,""cup"":236.59}",1.0,0,0
